y,content
expiration_date,ನನ್ನ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಎಷ್ಟು ಬೇಗನೆ ಮುಕ್ತಾಯಗೊಳ್ಳುತ್ತದೆ
expiration_date,ನನ್ನ ಹೊಸ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಯಾವಾಗ ಬರುತ್ತದೆ
expiration_date,ನನ್ನ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಯಾವ ತಿಂಗಳು ಮುಕ್ತಾಯಗೊಳ್ಳುತ್ತದೆ
expiration_date,ನನ್ನ ವೀಸಾ ಕಾರ್ಡ್ ಅವಧಿ ಮುಗಿಯುವ ದಿನಾಂಕ ಏನು
expiration_date,ನನ್ನ ವೀಸಾ ಕಾರ್ಡ್‌ಗೆ ಅವಧಿ ಮುಗಿದ ದಿನಾಂಕ ಯಾವುದು ಎಂದು ನೀವು ನನಗೆ ಹೇಳಬಲ್ಲಿರಾ?
expiration_date,ನನ್ನ ವೀಸಾ ಕಾರ್ಡ್‌ನ ಮುಕ್ತಾಯ ದಿನಾಂಕವನ್ನು ಹೇಳಿ
expiration_date,ನನ್ನ ವೀಸಾ ಕಾರ್ಡ್‌ನ ಮುಕ್ತಾಯ ದಿನಾಂಕವನ್ನು ನನಗೆ ತೋರಿಸಿ
expiration_date,ನನ್ನ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಮುಕ್ತಾಯ ದಿನವನ್ನು ನಾನು ಎಲ್ಲಿ ನೋಡಬೇಕು
expiration_date,ನನ್ನ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ಯಾವಾಗ ಉತ್ತಮವಾಗಿರುವುದಿಲ್ಲ
traffic,ಇಲ್ಲಿ ಮತ್ತು ಇದೀಗ ಕೆಲಸ ನಡುವೆ ಹೆಚ್ಚಿನ ದಟ್ಟಣೆ ಇದೆಯೇ
traffic,ನನ್ನ ಮಾರ್ಗವು ಕೆಲಸ ಮಾಡಲು ಇದೀಗ ಏನು ದಟ್ಟಣೆ
traffic,ಟ್ರಾಫಿಕ್ ಇದೀಗ ಡೌನ್ಟೌನ್ಗೆ ಹೋಗುತ್ತಿದೆ
traffic,ಈ ಬೆಳಿಗ್ಗೆ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಡೌನ್ಟೌನ್ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಎಷ್ಟು ಕೆಟ್ಟದಾಗಿದೆ
traffic,ಸೆಂಟ್ರಲ್ ಪಾರ್ಕ್‌ಗೆ ಹೋಗುವಂತಹ ದಟ್ಟಣೆ ಏನು
traffic,ನಗರಕ್ಕೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ಭಾರಿ ದಟ್ಟಣೆ ಇದೆಯೇ
traffic,ಇದೀಗ ಓಕ್ವಿಲ್ಲೆಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಎಷ್ಟು ಕೆಟ್ಟದಾಗಿದೆ
traffic,ಇದೀಗ ಕೆಲಸ ಮಾಡುವ ಹಾದಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ ಕಾಣುತ್ತದೆ
traffic,ನನ್ನ ಪ್ರಯಾಣ ಹೇಗಿರುತ್ತದೆ
traffic,ಡೌನ್ಟೌನ್ ಡಲ್ಲಾಸ್ನ ಹಾದಿಯಲ್ಲಿರುವ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,"ಆರ್ಟಿ 5 ರಲ್ಲಿನ ದಟ್ಟಣೆ ನನ್ನ ಕೆಲಸ, ಸಮುದಾಯ ಬ್ಯಾಂಕ್ ಕಡೆಗೆ ಹೇಗೆ"
traffic,"ನಾನು ಇದೀಗ ಕೆಲಸದಿಂದ ಮನೆಗೆ ಕರೆದೊಯ್ಯುವ ರಸ್ತೆಯಲ್ಲಿ ಯಾವುದೇ ದಟ್ಟಣೆ ಇದೆಯೇ, ಆರ್ಟಿ 40"
traffic,ಇಂದು ವಿಮಾನ ನಿಲ್ದಾಣಕ್ಕೆ ಆರ್ಟಿ 7 ರಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ ಇದೆ ಎಂದು ಹೇಳಿ
traffic,ನಾನು ಇದೀಗ ಕೆಲಸಕ್ಕೆ ಹೊರಟರೆ ದಟ್ಟಣೆ ಹೇಗಿರುತ್ತದೆ
traffic,ಚರ್ಚ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ನಾನು ಯಾವ ರೀತಿಯ ದಟ್ಟಣೆಯನ್ನು ನಿರೀಕ್ಷಿಸಬಹುದು
traffic,ಕೆಲಸ ಮಾಡುವುದು ಹೇಗೆ
traffic,ಕಿರಾಣಿ ಅಂಗಡಿಗೆ ಪ್ರವಾಸಕ್ಕಾಗಿ ನೀವು ನನಗೆ ಟ್ರಾಫಿಕ್ ನವೀಕರಣವನ್ನು ನೀಡಬಹುದೇ?
traffic,ನಾನು ಫ್ರೆಡ್ ಮೆಯೆರ್‌ಗೆ ಹೋದರೆ ದಟ್ಟಣೆ ಹೇಗೆ ಕಾಣುತ್ತದೆ
traffic,ಹತ್ತಿರದ ಸಂಪೂರ್ಣ ಆಹಾರಗಳಿಗೆ ಹೋಗುವಾಗ ಯಾವುದೇ ಸಂಚಾರ ದಟ್ಟಣೆ ಇದೆಯೇ?
traffic,ಕ್ಲೋಸೆಟ್ ಎಟಿಎಂ ಯಂತ್ರಕ್ಕೆ ದಟ್ಟಣೆ ಎಷ್ಟು ಕೆಟ್ಟದು
traffic,ಮುಂದಿನ ಮೆಕ್‌ಡೊನಾಲ್ಡ್‌ಗಳಿಗೆ ಹೋಗುವಾಗ ಟ್ರಾಫಿಕ್ ಕೆಟ್ಟದ್ದಾಗಿದೆ
traffic,5:00 ಕ್ಕೆ ಮಾಲ್ ಕಡೆಗೆ ಹೋಗುವಾಗ ದಟ್ಟಣೆ ಹೇಗಿರುತ್ತದೆ
traffic,ನಾನು ಮಾಲ್‌ಗೆ ಹೋಗುತ್ತಿದ್ದರೆ 5:00 ಕ್ಕೆ ಟ್ರಾಫಿಕ್ ಕೆಟ್ಟದ್ದಾಗಿದೆ
traffic,"ನಾನು 5:00 ಕ್ಕೆ ಮಾಲ್‌ಗೆ ಹೋಗಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ, ಅಥವಾ ಸಾಕಷ್ಟು ದಟ್ಟಣೆ ಇರುತ್ತದೆ"
traffic,"ನಾನು 5:00 ಕ್ಕೆ ಮಾಲ್‌ಗೆ ಹೋಗುತ್ತಿದ್ದರೆ, ದಟ್ಟಣೆ ಹೇಗಿರುತ್ತದೆ"
traffic,ನಾನು 5:00 ಕ್ಕೆ ಮಾಲ್‌ಗೆ ಹೋಗುತ್ತಿದ್ದೇನೆ ದಟ್ಟಣೆ ಹೇಗಿರುತ್ತದೆ
traffic,ಉತ್ತರ ತೀರಕ್ಕೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಮಕಾಹಾಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಕನಿಯೋಹೆಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಕಪೋಲಿಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಪಟ್ಟಣಕ್ಕೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಡವ್ ರಸ್ತೆಯಲ್ಲಿ ದಟ್ಟಣೆ ಇದೆಯೇ
traffic,ಮುಂದೆ ದಟ್ಟಣೆ ಇದೆಯೇ?
traffic,ನಾನು ಕೆಲಸ ಮಾಡಲು ಬೇರೆ ಮಾರ್ಗವನ್ನು ತೆಗೆದುಕೊಳ್ಳಬೇಕೇ?
traffic,ಬ್ರಾಂಬಲ್ ಲೇನ್‌ನಲ್ಲಿ ದಟ್ಟಣೆ ಇದೆಯೇ?
traffic,ನನ್ನ ಕೆಲಸಕ್ಕೆ ಹೋಗುವಾಗ ಯಾವುದೇ ದಟ್ಟಣೆ ಇದೆಯೇ?
traffic,ಕ್ರೀಡಾಂಗಣದ ಸುತ್ತಲೂ ದಟ್ಟಣೆ ಏನು
traffic,ಕ್ರೀಡಾಂಗಣದ ಮೊದಲು ಬೀದಿಗಳು ಎಷ್ಟು ಮುಚ್ಚಿಹೋಗಿವೆ
traffic,ಕ್ರೀಡಾಂಗಣದ ಮೊದಲು ಎಷ್ಟು ದಟ್ಟಣೆ ಇದೆ
traffic,ಕ್ರೀಡಾಂಗಣದ ಮೊದಲು ರಸ್ತೆಯಲ್ಲಿ ಅಲೋಟ್ ಕಾರುಗಳಿವೆ
traffic,ಕ್ರೀಡಾಂಗಣದವರೆಗೆ ಬೀದಿಯಲ್ಲಿ ಗ್ರಿಡ್‌ಲಾಕ್ ಇದೆಯೇ?
traffic,ಪ್ಯಾಟರ್ಸನ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಮಾಲ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ನೀರಿನ ಸ್ಲೈಡ್‌ಗಳಿಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಮನೋರಂಜನಾ ಉದ್ಯಾನವನಕ್ಕೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ವಾಲ್ಮಾರ್ಟ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಹತ್ತಿರದ ಲೆಕ್ಸಿಂಗ್ಟನ್ ದಟ್ಟಣೆ ಏನು
traffic,ಲೆಕ್ಸಿಂಗ್ಟನ್‌ನಲ್ಲಿ ನನಗೆ ದಟ್ಟಣೆ ನೀಡಿ
traffic,ಲೆಕ್ಸಿಂಗ್ಟನ್‌ನಲ್ಲಿ ದಟ್ಟಣೆ ಏನು
traffic,ಲೆಕ್ಸಿಂಗ್ಟನ್‌ನಲ್ಲಿ ದಟ್ಟಣೆಯನ್ನು ಹೇಳಿ
traffic,ಲೆಕ್ಸಿಂಗ್ಟನ್ ಬಳಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ದಟ್ಟಣೆ ಏನು
traffic,ಕೆಲಸ ಮಾಡುವ ಹಾದಿಯಲ್ಲಿ ಟ್ರಾಫಿಕ್ ಕೆಟ್ಟದ್ದಾಗಿದೆ
traffic,ದಟ್ಟಣೆ ಎಷ್ಟು ಕೆಟ್ಟದು
traffic,ಕೆಲಸ ಮಾಡುವ ಹಾದಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಟೆಂಪೆಯಲ್ಲಿನ ದಟ್ಟಣೆಯನ್ನು ನನಗೆ ತಿಳಿಸಿ
traffic,ಕೆಲಸ ಮಾಡುವ ಮಾರ್ಗದಲ್ಲಿ ದಟ್ಟಣೆ ಇದೆಯೇ
traffic,ಇಂದು ಕೆಲಸಕ್ಕೆ ಹೋಗುವಾಗ ದಟ್ಟಣೆ ಇದೆಯೇ?
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ 3:30 ಕ್ಕೆ ದಟ್ಟಣೆ ಏನು ಇಷ್ಟಪಡುತ್ತದೆ ಎಂದು ನನಗೆ ತಿಳಿಯಬೇಕು
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ 3: 30 ಕ್ಕೆ ದಟ್ಟಣೆ ಸಾಮಾನ್ಯವಾಗಿ ಇಷ್ಟಪಡುವದನ್ನು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
traffic,ದಯವಿಟ್ಟು ಟೆಂಪೆಯಲ್ಲಿ ದಟ್ಟಣೆಯನ್ನು ತಿಳಿಯಲು ನಾನು ಬಯಸುತ್ತೇನೆ
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ ಎಂದು ಹೇಳಿ
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ 3:30 ಕ್ಕೆ ದಟ್ಟಣೆ ಸಾಮಾನ್ಯವಾಗಿ ಇಷ್ಟಪಡುವದನ್ನು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
traffic,ಕೆಲಸ ಮಾಡಲು ದಟ್ಟಣೆ ಇದೆಯೇ
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ 3: 30 ಕ್ಕೆ ದಟ್ಟಣೆ ಸಾಮಾನ್ಯವಾಗಿ ಇಷ್ಟಪಡುವದನ್ನು ನಾನು ತಿಳಿದಿರಬೇಕು
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ ಎಂದು ನನಗೆ ತಿಳಿದಿದೆ
traffic,ಟೆಂಪೆಯಲ್ಲಿನ ದಟ್ಟಣೆಯನ್ನು ಹೇಳಿ
traffic,ನನ್ನ ಕೆಲಸಕ್ಕೆ ಹೋಗುವಾಗ ದಟ್ಟಣೆ ಇದೆಯೇ?
traffic,ಟೆಂಪೆಯಲ್ಲಿ ದಟ್ಟಣೆ ನನಗೆ ತಿಳಿದಿದೆ
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ ಎಂದು ನನಗೆ ತಿಳಿಯಬೇಕು
traffic,ತಾತ್ಕಾಲಿಕವಾಗಿ ದಟ್ಟಣೆ ಹೇಗಿರುತ್ತದೆ ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ 3: 30 ಕ್ಕೆ ಸಾಮಾನ್ಯವಾಗಿ ದಟ್ಟಣೆ ಏನು
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
traffic,ಫೀನಿಕ್ಸ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ ಎಂದು ನನಗೆ ತಿಳಿದಿರಬೇಕು
traffic,ಕೆಲಸ ಮಾಡಲು ನನ್ನ ಮಾರ್ಗದಲ್ಲಿ ಯಾವುದೇ ದಟ್ಟಣೆ
traffic,6 ಕ್ಕೆ ವೈದ್ಯರ ಕಚೇರಿಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆಯ ಕಲ್ಪನೆಯನ್ನು ನನಗೆ ನೀಡಿ
traffic,ಚಿಕಾಗೋಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ಟ್ರಾಫಿಕ್ ಕೆಟ್ಟದ್ದಾಗಿದೆ
traffic,ಟ್ರಾಫಿಕ್ ಬರ್ಗರ್ ಕಿಂಗ್ ಕಡೆಗೆ ಹೋಗುತ್ತಿದೆ
traffic,ವಾಷಿಂಗ್ಟನ್‌ಗೆ ನನ್ನ ಮಾರ್ಗದಲ್ಲಿ ದಟ್ಟಣೆ ಭಾರವಾಗಿರುತ್ತದೆ
traffic,ನನ್ನ ಕೆಲಸಕ್ಕೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ಬೆಳಿಗ್ಗೆ 7 ಗಂಟೆಗೆ ದಟ್ಟಣೆ ಹೇಗೆ ಇರುತ್ತದೆ
traffic,ಗ್ರಂಥಾಲಯಕ್ಕೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ಸಂಜೆ 4 ಗಂಟೆಗೆ ಟ್ರಾಫಿಕ್ ಮುನ್ಸೂಚನೆಗಳನ್ನು ಎಳೆಯಿರಿ
traffic,ಬರ್ಗರ್ ಕಿಂಗ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ 8 ಕ್ಕೆ ದಟ್ಟಣೆ ಎಷ್ಟು ಕೆಟ್ಟದಾಗಿದೆ
traffic,ಒರ್ಲ್ಯಾಂಡೊಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಬೆಳಕಾಗಿರುತ್ತದೆ
traffic,ವರ್ಜೀನಿಯಾಕ್ಕೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಅಕ್ವೇರಿಯಂಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ 9 ಕ್ಕೆ ದಟ್ಟಣೆ ಹೇಗೆ ಕಾಣುತ್ತದೆ
traffic,ಬ್ಯಾಂಕಿಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ಯಾವುದೇ ದಟ್ಟಣೆ ಇದೆಯೇ?
traffic,ಈ ಬೆಳಿಗ್ಗೆ ಎಕ್ಸ್‌ಪ್ರೆಸ್‌ವೇ ನಿಧಾನವಾಗಿದೆ
traffic,ವಾಲ್ಮಾರ್ಟ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಇರುತ್ತದೆ
traffic,ಇಂದು ಹೆದ್ದಾರಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ನಾನು ಅಮ್ಮಂದಿರ ಮಾರ್ಗದಲ್ಲಿ ದಟ್ಟಣೆಯನ್ನು ಹೊಡೆಯುತ್ತೇನೆಯೇ?
traffic,ಮಾಲ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಕೆಲಸ ಮಾಡುವ ಹಾದಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ನಾನು 95 ರಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಅಂತರರಾಜ್ಯದ ಮೇಲೆ ದಟ್ಟಣೆ ಹೇಗೆ ನೋಡುತ್ತಿದೆ ಎಂದು ಹೇಳಿ
traffic,ಪಾರ್ಕ್‌ವೇಯಲ್ಲಿ ಟ್ರಾಫಿಕ್ ಕೆಟ್ಟದು
traffic,ಕ್ಯಾಂಪ್‌ಸೈಟ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಫೇರ್‌ಫೀಲ್ಡ್ಗೆ ಹೋಗುವಾಗ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಬೀಚ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಟರ್ಮಿನಲ್‌ಗೆ ಹೋಗುವಾಗ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಸ್ಥಳಕ್ಕೆ ಹೋಗುವಾಗ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ವಾರದ ದಿನಗಳಲ್ಲಿ ಸಂಜೆ 5 ಗಂಟೆಗೆ ಜೆಎಫ್‌ಕೆ ಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಮಿಯಾಮಿಯಲ್ಲಿ ಶುಕ್ರವಾರ ಸಂಜೆ 5 ಗಂಟೆಗೆ ನಗರ ಸಂಚಾರ ಎಷ್ಟು ಕೆಟ್ಟದು
traffic,ಚೆರ್ರಿ ಉತ್ಸವದ ಸಮಯದಲ್ಲಿ ಶನಿವಾರ ಬೆಳಿಗ್ಗೆ 11 ಗಂಟೆಗೆ ಬೆಲ್ಟ್ವೇ ಸಂಚಾರದಲ್ಲಿ ಬ್ಯಾಕಪ್ ಆಗಿದೆ
traffic,ಬೆಳಿಗ್ಗೆ 8 ಗಂಟೆಗೆ ಸ್ಟೇಟನ್ ಐಲ್ಯಾಂಡ್ ದೋಣಿಗಾಗಿ ಟ್ರಾಫಿಕ್ ಕಾಯುತ್ತಿದೆ ಎಷ್ಟು ಕೆಟ್ಟದು
traffic,"ಓಷನ್ ಸಿಟಿ, ಎನ್ಜೆ ಯಲ್ಲಿ ಭಾನುವಾರ ಬೆಳಿಗ್ಗೆ ಬೆಳಿಗ್ಗೆ 10 ಗಂಟೆ ಸುಮಾರಿಗೆ ಸಂಚಾರ ಪರಿಸ್ಥಿತಿಗಳ ಬಗ್ಗೆ ಹೇಳಿ"
traffic,ಹಾಪ್ಸಿಟಲ್ಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಮಧ್ಯಾಹ್ನ ದಟ್ಟಣೆಯು ಕೆಟ್ಟದಾಗಿದೆ
traffic,ಆಸ್ಪತ್ರೆಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಮಧ್ಯಾಹ್ನ ಸಾಮಾನ್ಯವಾಗಿ ದಟ್ಟಣೆ ಹೇಗೆ
traffic,ಮಧ್ಯಾಹ್ನದ ಹೊತ್ತಿಗೆ ಹಾಪ್ಸಿಟಲ್ಗೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ ದಟ್ಟಣೆ ಏನು
traffic,ಆಸ್ಪತ್ರೆಯ ಮಾರ್ಗದಲ್ಲಿ ಮಧ್ಯಾಹ್ನ ಸಾಮಾನ್ಯವಾಗಿ ದಟ್ಟಣೆಯ ಬಗ್ಗೆ ಹೇಳಬಹುದೇ?
traffic,ನಾನು ಮಧ್ಯಾಹ್ನದ ಹೊತ್ತಿಗೆ ಆಸ್ಪತ್ರೆಗೆ ಪ್ರಯಾಣಿಸುತ್ತಿದ್ದರೆ ಸಾಮಾನ್ಯವಾಗಿ ದಟ್ಟಣೆ ಏನು
traffic,ಆಲಿವ್ ಗಾರ್ಡನ್ ರೆಸ್ಟೋರೆಂಟ್‌ನಲ್ಲಿ ಸಂಚಾರ ಪರಿಸ್ಥಿತಿ ಏನು
traffic,ಹತ್ತಿರದ ಸೇಫ್‌ವೇ ಕಿರಾಣಿ ಅಂಗಡಿಯಲ್ಲಿ ದಟ್ಟಣೆ ಹೇಗಿದೆ
traffic,ಹತ್ತಿರದ ಶತಮಾನದ ಚಿತ್ರಮಂದಿರದಲ್ಲಿ ಟ್ರಾಫಿಕ್ ಲೈಟ್ ಅಥವಾ ಭಾರವಾಗಿರುತ್ತದೆ
traffic,ಟ್ರಾಫಿಕ್ ಅನ್ನು ಹತ್ತಿರದ ವೃತ್ತದಲ್ಲಿ ಬ್ಯಾಕಪ್ ಮಾಡಲಾಗಿದೆಯೇ?
traffic,ಸಿಟಿ ಹಾಲ್‌ಗೆ ಇಷ್ಟಪಡುವ ದಟ್ಟಣೆ ಏನು
traffic,ಸಾಮಾನ್ಯವಾಗಿ ಸಂಜೆ 5 ರ ಸುಮಾರಿಗೆ ಬ್ಯಾಂಕಿಗೆ ಹೋಗುವುದು ಏನು ದಟ್ಟಣೆ
traffic,ವಾಲ್ಮಾರ್ಟ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ಐಸ್ ಟ್ರಾಫಿಕ್ ಅನ್ನು ಗೊಂದಲಕ್ಕೀಡು ಮಾಡಿದೆ
traffic,ಮ್ಯಾನ್‌ಹ್ಯಾಟನ್‌ನಿಂದ ಜಾರ್ಜ್ ವಾಷಿಂಗ್ಟನ್ ಸೇತುವೆಗೆ ಹೋಗುವ ಟ್ರಾಫಿಕ್ ಮಾದರಿಗಳನ್ನು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
traffic,ಫಿಲಡೆಲ್ಫಿಯಾದ ನ್ಯೂಜೆರ್ಸಿಯ ಹತ್ತಿರದ ಓಷನ್ ಸಿಟಿಯ ಹತ್ತಿರದ ಚಾಲನಾ ಮಾರ್ಗಗಳಿಗಾಗಿ ನೀವು ನನಗೆ ಟ್ರಾಫಿಕ್ ನವೀಕರಣವನ್ನು ನೀಡಬಹುದೇ?
traffic,ಟ್ರಾಫಿಕ್ ನ್ಯೂಯಾರ್ಕ್ನ ಜಾರ್ಜ್ ವಾಷಿಂಗ್ಟನ್ ಸೇತುವೆಯ ಹತ್ತಿರದಲ್ಲಿದೆ
traffic,ಫಿಲಡೆಲ್ಫಿಯಾದ ನ್ಯೂಜೆರ್ಸಿಯ ನೆವಾರ್ಕ್‌ಗೆ ಹೋಗುವ ದಾರಿಯಲ್ಲಿ ನಾನು ಯಾವ ದಟ್ಟಣೆಯನ್ನು ನಿರೀಕ್ಷಿಸಬಹುದು
traffic,ಫಿಲಡೆಲ್ಫಿಯಾದಿಂದ ನ್ಯೂಜೆರ್ಸಿ ಟರ್ನ್‌ಪೈಕ್‌ವರೆಗಿನ ಸಂಚಾರ ಪರಿಸ್ಥಿತಿಯನ್ನು ನೀವು ನನಗೆ ಹೇಳಬಲ್ಲಿರಾ?
traffic,ಬಾಲ್ಟಿಮೋರ್‌ನಿಂದ ಸಂಜೆ 4:00 ಗಂಟೆಗೆ ದಟ್ಟಣೆ ಸಾಮಾನ್ಯವಾಗಿ ಡೌನ್ಟೌನ್ ವಾಷಿಂಗ್ಟನ್ ಡಿ.ಸಿ.
traffic,ಬೆನ್ ಫ್ರಾಂಕ್ಲಿನ್ ಸೇತುವೆ ಫಿಲಡೆಲ್ಫಿಯಾ ನ್ಯೂಜೆರ್ಸಿಯ ಟರ್ನ್‌ಪೈಕ್‌ಗೆ ಹೋಗುವುದು ಹೇಗೆ
traffic,ನ್ಯೂಜೆರ್ಸಿಯ ಟರ್ನ್‌ಪೈಕ್‌ನಲ್ಲಿ ಮಧ್ಯಾಹ್ನ 3:00 ಗಂಟೆಗೆ ನಾರ್ತ್ ಜರ್ಸಿಯಿಂದ ಕ್ಯಾಮ್ಡೆನ್‌ಗೆ ಹೋಗುವ ಟ್ರಾಫಿಕ್ ಹೇಗಿರುತ್ತದೆ ಎಂದು ನಾನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು
traffic,ಫಿಲಡೆಲ್ಫಿಯಾದಿಂದ ಮಧ್ಯಾಹ್ನ ಐ -95 ರಲ್ಲಿ ನ್ಯೂಜೆರ್ಸಿಯ ನ್ಯೂಯಾರ್ಕ್‌ಗೆ ಚಾಲನೆ ಮಾಡುವುದು ಯಾವ ರೀತಿಯ ದಟ್ಟಣೆಯನ್ನು ನಾನು ನಿರೀಕ್ಷಿಸಬಹುದು
